region;year;poverty_percent;population;disabled_total;disabled_18_30;disabled_31_40;disabled_41_50;disabled_51_60;disabled_60_plus;newborns;child_deaths_urban;child_deaths_rural;poor_children_share;poor_old_share;poor_working_share;hh_no_crowding;hh_some_crowding;hh_high_crowding;area_total_per_capita;area_living_per_capita;rooms_per_hh;hh_plan_improve;drug_alco_rate;workers_share;cash_income_per_capita;real_incomes_index;formal_wage_paid;real_wage_index;welfare_expense_share;grp_per_capita;industry_total;mining;manufacturing;energy;water_waste;retail_turnover;crime_juveniles;crime_repeat_offenders;crime_prev_convicted;crime_group;crime_group_prep;crime_organized_group;crime_criminal_community;crime_intox_alcohol;crime_intox_narcotic;crime_intox_toxic;poor_abs;production_pc;retail_to_income;birth_rate_per_1000;infant_mortality_per_1000;disabled_per_1000
Воронежская область;2018;8.9;2333768.0;216224.0;6986.0;11818.0;17652.0;41411.0;138357.0;19351.0;77.0;22.0;32.6;8.0;59.4;;;;;;;;83.6;86.4;30289.0;100.0;31207.0;108.7;20.9;408140.7;569080155.73;7726219.1;448223412.7;99618105.83;13512418.1;236953.0;568.0;8105.0;4313.0;33.0;1061.0;95.0;16.0;4554.0;107.0;0.0;207705.35199999998;243.84607027348048;7.823071081910925;8.291741081375697;5.116014676244122;92.65016916848633
Воронежская область;2019;8.9;2327821.0;216440.0;6783.0;11994.0;17992.0;39696.0;139975.0;19643.0;74.0;7.0;45.2;5.4;49.4;;;;;;;;85.9;86.1;32022.0;101.1;33690.0;103.4;19.0;431037.0;640981145.1;9026582.6;505912516.6;110384800.9;15657245.0;251882.0;589.0;7783.0;4514.0;35.0;925.0;75.0;27.0;4125.0;133.0;1.0;207176.06900000002;275.35671561516114;7.865904690525264;8.438363602699692;4.123606373771827;92.97965780014871
Воронежская область;2020;8.5;2324205.0;212538.0;6637.0;12014.0;18040.0;37315.0;138532.0;19161.0;58.0;12.0;28.5;2.3;69.2;87.0;11.4;1.6;29.0;19.9;2.6;14.2;68.9;84.6;32078.0;95.4;36317.0;103.2;21.6;459629.5;718266745.4;9230600.5;552645129.4;137798961.7;18592053.8;252416.0;481.0;7526.0;4299.0;28.0;1007.0;116.0;21.0;4006.0;180.0;0.0;197557.425;309.0376044281808;7.868819751854854;8.244109276075044;3.6532540055320704;91.44546199668274
Еврейская автономная область;2015;25.1;168368.0;;;;;;;2349.0;17.0;14.0;;;;;;;;;;;;73.5;23759.0;93.6;30896.0;91.5;18.4;266405.8;10475405.5;974438.1;5073696.9;4427270.5;;133748.0;;;;;;;;;;;42260.367999999995;62.21731861161266;5.6293615051138515;13.951582248408249;13.19710515112814;
Еврейская автономная область;2016;25.5;166120.0;;;;;;;2213.0;19.0;16.0;;;;;;;;;;;;75.0;23069.0;89.2;32165.0;96.8;17.7;294021.2;10756719.67;1226747.1;5214476.9;4315495.67;;134162.0;103.0;955.0;647.0;11.0;84.0;17.0;0.0;655.0;25.0;0.0;42360.6;64.7527068986275;5.815683384628723;13.321695160125211;15.815634884771804;
Еврейская автономная область;2017;24.3;164217.0;12933.0;804.0;1169.0;1221.0;2009.0;7730.0;1919.0;12.0;9.0;36.0;9.9;54.1;;;;;;;;;73.9;23679.0;97.2;34409.0;102.6;28.3;338826.6;18991624.2;7593200.7;6743433.7;4209453.5;445536.3;138444.0;97.0;1148.0;624.0;14.0;114.0;1.0;0.0;571.0;6.0;0.0;39904.731;115.64956246917188;5.8466996072469275;11.685757260210575;10.943199583116208;78.75554906008513
Еврейская автономная область;2018;23.7;162014.0;12538.0;707.0;1195.0;1237.0;1882.0;7517.0;1879.0;9.0;9.0;33.7;7.4;58.9;;;;;;;;87.0;73.6;24696.0;99.6;39242.0;110.4;27.8;339068.1;21935287.3;10330139.2;6631527.5;4454820.4;518800.2;149572.0;90.0;1027.0;539.0;8.0;73.0;4.0;0.0;536.0;4.0;0.0;38397.318;135.39130754132358;6.056527372853903;11.597763156270444;9.579563597658328;77.38837384423567
Еврейская автономная область;2019;23.9;159913.0;12604.0;696.0;1180.0;1339.0;1804.0;7585.0;1683.0;13.0;3.0;32.0;10.5;57.5;;;;;;;;91.8;72.4;26602.0;101.2;42400.0;102.6;25.7;355545.7;25794621.9;13971686.5;6622621.2;4757777.9;442536.3;165356.0;68.0;866.0;446.0;14.0;68.0;3.0;0.0;423.0;1.0;2.0;38219.206999999995;161.3040959771876;6.215923614765807;10.52447268202085;9.506833036244801;78.81785720985786
Еврейская автономная область;2020;23.6;158305.0;12247.0;661.0;1181.0;1397.0;1725.0;7283.0;1605.0;6.0;5.0;34.8;10.8;54.4;82.2;13.1;4.6;20.1;13.8;2.2;20.9;79.6;72.7;28048.0;99.2;46237.0;103.7;31.2;400340.5;27969407.3;17093714.5;5460452.6;4967490.1;447750.1;168066.0;66.0;1044.0;577.0;4.0;50.0;3.0;0.0;509.0;5.0;0.0;37359.98;176.68050472189762;5.992084997147747;10.138656391143678;6.853582554517134;77.36331764631565
Забайкальский край;2015;21.3;1087452.0;;;;;;;16791.0;85.0;49.0;;;;;;;;;;;;76.2;22014.0;95.2;30931.0;90.1;17.1;228215.0;112207422.57;61382043.6;22652659.57;28172719.4;;135400.0;;;;;;;;;;;231627.276;103.18379346398737;6.1506314163714;15.440681519736044;7.98046572568638;
Забайкальский край;2016;22.1;1083012.0;;;;;;;15832.0;64.0;31.0;;;;;;;;;;;;77.6;22080.0;93.3;32654.0;98.6;17.2;258225.0;132220987.0;75688402.9;23498923.6;33033660.5;;142227.0;1297.0;10227.0;5562.0;110.0;1560.0;272.0;12.0;7740.0;347.0;2.0;239345.65200000003;122.08635453716117;6.441440217391304;14.618489915162527;6.000505305709955;
Забайкальский край;2017;22.0;1078983.0;80650.0;4937.0;7083.0;7650.0;13621.0;47359.0;14307.0;49.0;35.0;37.0;8.8;54.3;;;;;;;;;77.7;22714.0;98.9;34848.0;103.0;29.3;284969.1;142479623.0;82184427.8;26309385.5;31144058.1;2841751.5;147016.0;1137.0;9709.0;5273.0;75.0;1451.0;184.0;39.0;6851.0;412.0;5.0;237376.26;132.04992386348997;6.472483930615479;13.259708447677118;5.871251834766198;74.7463120364269
Забайкальский край;2018;21.4;1072806.0;78564.0;4633.0;7141.0;7851.0;12664.0;46275.0;13590.0;70.0;26.0;40.9;7.6;51.5;;;;;;;;79.1;78.9;23992.0;102.1;40740.0;113.7;25.6;317815.5;169778143.78;108399914.4;23788423.38;34259480.9;3330325.1;154257.0;984.0;9155.0;4960.0;65.0;1181.0;148.0;0.0;6547.0;239.0;2.0;229580.484;158.25614675905987;6.429518172724241;12.667714386384864;7.06401766004415;73.23225261603682
Забайкальский край;2019;21.5;1065785.0;77697.0;4425.0;7185.0;8037.0;11974.0;46076.0;12560.0;50.0;38.0;37.9;7.8;54.3;;;;;;;;97.0;77.1;25750.0;101.9;43896.0;102.9;22.1;343033.0;201217287.67;134850557.6;28121798.67;35479300.3;2765631.3;163264.0;846.0;9459.0;5244.0;51.0;1086.0;215.0;3.0;6277.0;121.0;4.0;229143.775;188.79725992578238;6.340349514563107;11.78474082483803;7.006369426751593;72.90119489390449
Забайкальский край;2020;20.9;1059700.0;76021.0;4357.0;7186.0;8289.0;11381.0;44808.0;12484.0;33.0;31.0;33.4;7.2;59.3;81.9;13.0;5.1;23.1;17.1;2.4;27.9;77.0;76.0;27046.0;99.9;47172.0;102.9;26.5;402594.6;239535677.8;171636571.6;29004343.5;34863653.0;4031109.7;164741.0;733.0;8501.0;4799.0;43.0;838.0;94.0;15.0;6297.0;107.0;3.0;221477.3;226.04102840426538;6.091141019004659;11.780692648862885;5.12656199935918;71.73822780032084
Ивановская область;2015;16.0;1036909.0;;;;;;;11761.0;48.0;16.0;;;;;;;;;;;;78.0;22297.0;95.5;21161.0;87.9;18.1;174687.5;144210417.68;932747.0;114727245.48;28550425.2;;143349.0;;;;;;;;;;;165905.44;139.07721668921766;6.429071175494461;11.342364662665673;5.441714139954086;
Ивановская область;2016;14.9;1029838.0;;;;;;;11184.0;51.0;15.0;;;;;;;;;;;;79.1;23676.0;98.5;22144.0;97.6;28.9;200504.4;150968857.6;891811.4;119270384.0;30806662.2;;143568.0;384.0;4293.0;2144.0;33.0;591.0;86.0;3.0;3007.0;51.0;9.0;153445.86200000002;146.59476305982105;6.06386213887481;10.859960498641534;5.901287553648069;
Ивановская область;2017;14.3;1023170.0;80575.0;2965.0;4614.0;6268.0;12828.0;53900.0;9877.0;31.0;4.0;33.2;10.9;55.9;;;;;;;;;82.4;24860.0;100.4;23470.0;102.1;28.7;208522.0;170378487.3;754680.2;133335467.9;32003154.6;4285184.6;153993.0;292.0;4274.0;2034.0;23.0;511.0;29.0;0.0;2553.0;35.0;1.0;146313.31;166.52021394294204;6.194408688656476;9.653332290821663;3.543586109142452;78.75035429107577
Ивановская область;2018;14.7;1014646.0;78650.0;2748.0;4607.0;6277.0;12061.0;52957.0;9134.0;28.0;7.0;31.2;9.5;59.3;;;;;;;;81.6;82.0;24503.0;94.4;25729.0;106.0;27.0;230325.5;189527219.5;971838.3;152791673.1;31077060.8;4686647.3;163290.0;323.0;4165.0;2169.0;12.0;437.0;9.0;0.0;2462.0;22.0;3.0;149152.962;186.79147160684613;6.664081949149084;9.002154445984116;3.8318370921830525;77.51471941938371
Ивановская область;2019;14.2;1004180.0;77485.0;2626.0;4591.0;6355.0;11642.0;52271.0;7951.0;31.0;9.0;47.5;5.0;47.5;;;;;;;;77.2;81.8;25794.0;99.5;27553.0;102.1;25.1;249591.6;194532955.2;1237760.3;158111515.2;29421045.8;5762633.9;178517.0;386.0;4046.0;2203.0;21.0;452.0;100.0;0.0;2301.0;27.0;2.0;142593.56;193.72319225636838;6.920873071256882;7.917903164771256;5.030813734121494;77.16246091338206
Ивановская область;2020;13.7;997135.0;75423.0;2587.0;4570.0;6480.0;11207.0;50579.0;7563.0;25.0;3.0;;;;76.9;19.1;3.9;25.2;18.1;2.4;13.4;74.4;79.3;26277.0;97.2;29083.0;101.6;25.1;273821.5;219786111.6;1170505.2;184046210.8;28174991.4;6394404.2;180314.0;300.0;4158.0;2235.0;11.0;439.0;96.0;3.0;2304.0;29.0;0.0;136607.495;220.4176080470548;6.862046656772082;7.584730252172474;3.702234563004099;75.63970776274024
Иркутская область;2015;20.7;2414913.0;;;;;;;34206.0;167.0;91.0;;;;;;;;;;;;83.8;21753.0;97.2;32704.0;91.3;15.9;414986.5;898468956.42;348350477.2;458525812.3;91592666.92;;120490.0;;;;;;;;;;;499886.99100000004;372.0502380085742;5.539006114099204;14.164485428667616;7.542536397123311;
Иркутская область;2016;20.0;2412800.0;;;;;;;35580.0;152.0;72.0;;;;;;;;;;;;83.1;22510.0;95.1;35510.0;99.8;15.3;472533.3;951344968.8499999;393441011.69;457587191.89;100316765.27;;126558.0;1606.0;15764.0;7681.0;173.0;1731.0;139.0;0.0;10701.0;425.0;5.0;482560.0;394.2908524743037;5.622301199466904;14.746352785145888;6.295671725688589;
Иркутская область;2017;18.0;2408901.0;212735.0;15269.0;19780.0;21449.0;38464.0;117773.0;23922.0;153.0;79.0;36.8;5.7;57.4;;;;;;;;;82.0;23507.0;100.5;38086.0;103.5;24.6;527025.3;1063132681.1;455207014.6;481866224.9;111750235.2;14309206.4;133790.0;1570.0;16352.0;8182.0;145.0;1906.0;187.0;20.0;10083.0;241.0;0.0;433602.18;441.3351487254977;5.691496150082954;9.930669629013396;9.698185770420533;88.31205599565943
Иркутская область;2018;17.6;2404195.0;209723.0;14160.0;20139.0;21709.0;36221.0;117494.0;25854.0;152.0;70.0;39.8;4.2;56.0;;;;;;;;81.7;82.2;24434.0;100.3;42647.0;108.4;24.2;608298.6;1255788380.7;603873437.7;513814787.3;120261378.1;17838777.6;144951.0;1461.0;15504.0;7664.0;101.0;1482.0;175.0;20.0;10080.0;83.0;6.0;423138.32;522.3321655273387;5.932348367029549;10.753703422559319;8.586679043861684;87.23210887635986
Иркутская область;2019;17.9;2397763.0;208750.0;13389.0;20445.0;22283.0;34724.0;117909.0;25724.0;122.0;49.0;39.8;7.4;52.8;;;;;;;;77.9;81.9;26306.0;101.7;46387.0;103.0;29.3;645518.8;1259580355.2;619092165.9;495138424.0;129839087.9;15510677.4;160562.0;1266.0;15062.0;7808.0;99.0;1300.0;88.0;45.0;9255.0;98.0;5.0;429199.57699999993;525.3147851559975;6.103626549076257;10.72833303374854;6.647488726481107;87.06031413446615
Иркутская область;2020;17.6;2391193.0;204572.0;12923.0;20540.0;22692.0;32961.0;115456.0;22994.0;118.0;49.0;41.5;7.0;51.5;79.8;16.0;4.1;21.3;16.3;2.4;17.2;62.9;79.5;27571.0;100.4;49885.0;103.5;28.6;631591.9;1217920533.0;533657684.0;531602808.9;131246617.9;21413422.2;164879.0;1150.0;15125.0;7818.0;86.0;1201.0;195.0;9.0;8974.0;103.0;0.0;420849.96800000005;509.3359394243794;5.980160313372747;9.616120488810397;7.262764199356354;85.55227453409239
Кабардино-Балкарская Республика;2015;21.1;860709.0;;;;;;;12627.0;38.0;47.0;;;;;;;;;;;;68.6;18976.0;99.6;20866.0;88.3;13.8;139908.7;45898123.1;209184.5;37532312.1;8156626.5;;131108.0;;;;;;;;;;;181609.59900000002;53.325947678018935;6.9091483979763915;14.670463536456571;6.731606874158548;
Кабардино-Балкарская Республика;2016;25.8;862254.0;;;;;;;11221.0;45.0;37.0;;;;;;;;;;;;69.4;19767.0;97.3;21532.0;96.2;14.8;177182.0;41758284.6;348451.73;32883290.47;8526542.4;;136994.0;156.0;2451.0;1277.0;18.0;329.0;112.0;1.0;686.0;59.0;0.0;222461.532;48.42921528923032;6.930439621591542;13.01356676802891;7.307726584083415;
Кабардино-Балкарская Республика;2017;24.7;864454.0;56850.0;3897.0;4790.0;7460.0;14335.0;26368.0;10074.0;29.0;26.0;33.0;13.0;54.0;;;;;;;;;70.5;20439.0;99.1;22782.0;101.2;25.4;179417.9;37888112.8;397989.3;27687862.2;8733248.9;1069012.4;143289.0;154.0;2525.0;1416.0;13.0;381.0;100.0;3.0;603.0;65.0;2.0;213520.138;43.82895191646981;7.0105680317040955;11.65359868772659;5.459598967639468;65.76405453615808
Кабардино-Балкарская Республика;2018;24.2;865828.0;56478.0;3791.0;4905.0;7231.0;14026.0;26525.0;10881.0;19.0;33.0;33.4;14.6;52.1;;;;;;;;;72.9;20805.0;99.8;25776.0;110.8;25.2;186574.1;42203689.95;249162.3;30940249.45;9828565.6;1185712.6;147246.0;135.0;2533.0;1324.0;10.0;319.0;39.0;8.0;599.0;40.0;0.0;209530.376;48.74373426361818;7.077433309300649;12.56716114516971;4.778972520908004;65.23004569036807
Кабардино-Балкарская Республика;2019;24.2;866219.0;57272.0;3744.0;5138.0;7232.0;14031.0;27127.0;9973.0;26.0;24.0;39.0;9.6;51.4;;;;;;;;;71.6;21474.0;98.5;27466.0;101.6;24.0;197218.3;44865040.3;260276.6;34494994.8;8448257.2;1661511.5;155182.0;139.0;2560.0;1276.0;7.0;279.0;53.0;10.0;695.0;60.0;0.0;209624.99800000002;51.79410784108868;7.226506472944025;11.513254731193843;5.013536548681439;66.11722901483343
Кабардино-Балкарская Республика;2020;24.2;868350.0;56439.0;3713.0;5229.0;7074.0;13469.0;26954.0;10604.0;22.0;35.0;35.9;6.7;57.4;71.0;26.1;3.0;25.8;18.9;3.3;13.0;;69.9;21957.0;98.7;29899.0;105.0;34.4;210674.1;50105229.93;386863.6;38751605.03;9541947.9;1424813.7;154476.0;134.0;2541.0;1429.0;15.0;390.0;43.0;5.0;614.0;67.0;0.0;210140.7;57.70165247883918;7.035387347998361;12.211665802959637;5.375330064126745;64.99568146484712
Калининградская область;2015;13.6;968944.0;;;;;;;12413.0;62.0;13.0;;;;;;;;;;;;84.3;25510.0;97.2;28262.0;90.8;10.0;359639.7;460103294.5;14828736.4;422286936.8;22987621.3;;145944.0;;;;;;;;;;;131776.384;474.8502436673327;5.721050568404547;12.810853878036296;6.042052686699428;
Калининградская область;2016;14.1;976439.0;;;;;;;12179.0;47.0;8.0;;;;;;;;;;;;84.3;25663.0;94.6;29451.0;97.1;8.4;425021.5;465551196.84000003;14843351.6;424135858.38;26571986.86;;153165.0;500.0;4136.0;2100.0;27.0;443.0;11.0;0.0;2597.0;147.0;2.0;137677.899;476.7847216672009;5.968320149631766;12.472873369457794;4.51597011248871;
Калининградская область;2017;13.8;986261.0;71576.0;2953.0;4465.0;5914.0;11874.0;46370.0;8964.0;45.0;5.0;35.9;10.6;53.5;;;;;;;;;84.4;26463.0;100.7;30580.0;100.4;9.7;450993.6;517165337.8;18259871.8;464119224.3;28773085.8;6013155.9;158572.0;375.0;4058.0;2299.0;19.0;384.0;7.0;0.0;1997.0;53.0;0.0;136104.018;524.3696524550803;5.992215546234365;9.088872012580849;5.577867023650156;72.57308156765805
Калининградская область;2018;13.6;994599.0;70170.0;2811.0;4433.0;5886.0;11358.0;45682.0;9379.0;42.0;5.0;34.8;14.9;50.3;;;;;;;;79.1;84.7;27461.0;101.8;33385.0;106.3;9.3;494096.4;639270560.1;18428163.6;576618326.9;37791453.4;6432616.2;170470.0;425.0;4008.0;2168.0;18.0;444.0;15.0;0.0;2142.0;60.0;1.0;135265.464;642.7420096943592;6.207712756272532;9.429931057642326;5.011195223371362;70.55104620052906
Калининградская область;2019;13.5;1002187.0;68514.0;2625.0;4397.0;5779.0;10567.0;45146.0;9306.0;47.0;9.0;36.8;6.0;57.1;;;;;;;;66.3;83.1;28952.0;101.4;35637.0;101.7;9.3;515933.0;671900056.61;18593404.5;599548151.21;46186085.2;7572415.7;179949.0;372.0;4319.0;2186.0;13.0;367.0;8.0;6.0;2051.0;38.0;0.0;135295.245;670.4338178503613;6.215425531914893;9.285692191177894;6.017623038899635;68.36448686722137
Калининградская область;2020;13.5;1012512.0;66762.0;2628.0;4362.0;5946.0;10078.0;43748.0;9286.0;30.0;5.0;29.1;6.1;64.8;80.7;13.4;5.9;23.1;15.6;2.3;12.4;57.3;80.7;29518.0;99.2;36647.0;99.2;12.6;530036.9;651831888.63;14788998.7;579414803.93;49918467.8;7709618.2;183286.0;295.0;4501.0;2484.0;20.0;300.0;24.0;2.0;1999.0;36.0;0.0;136689.12;643.7769514139092;6.20929602276577;9.171249328403022;3.769114796467801;65.93699630226604
Калужская область;2015;10.8;1010486.0;;;;;;;12803.0;86.0;25.0;;;;;;;;;;;;87.7;27434.0;96.4;29939.0;90.3;14.5;336353.9;482156172.29999995;4582027.4;456942443.2;20631701.7;;167204.0;;;;;;;;;;;109132.48800000001;477.1527485784068;6.094772909528323;12.670140902496422;8.669843005545575;
Калужская область;2016;10.3;1009772.0;;;;;;;12268.0;74.0;13.0;;;;;;;;;;;;89.0;28800.0;97.7;31667.0;98.3;20.0;404538.6;541301685.5;2810632.65;517016154.65;21474898.2;;175286.0;357.0;3925.0;2442.0;47.0;865.0;79.0;13.0;2748.0;114.0;0.0;104006.51600000002;536.06327517499;6.086319444444444;12.14927726258997;7.091620476035214;
Калужская область;2017;10.0;1014570.0;77674.0;3247.0;4831.0;6173.0;13623.0;49800.0;10956.0;35.0;11.0;41.5;8.0;50.6;;;;;;;;;89.3;28715.0;95.2;34332.0;103.4;18.6;451025.5;708041046.9;3672184.1;672705723.5;23199689.2;8463450.1;183549.0;393.0;4817.0;2905.0;25.0;828.0;244.0;5.0;2746.0;105.0;2.0;101457.0;697.8730367544871;6.392094724011841;10.798663473195543;4.198612632347572;76.55854204244163
Калужская область;2018;10.4;1012156.0;76793.0;3094.0;4866.0;6244.0;12956.0;49633.0;10353.0;43.0;8.0;40.8;5.5;53.7;;;;;;;;58.1;90.3;29129.0;98.0;38197.0;107.8;17.7;502224.2;867953548.0;3937936.0;830715979.7;23282434.3;10017198.0;194987.0;397.0;4958.0;2595.0;15.0;832.0;361.0;14.0;2460.0;109.0;4.0;105264.224;857.5294203660305;6.693913282295994;10.228660404127426;4.926108374384237;75.87071558139259
Калужская область;2019;10.2;1009380.0;76764.0;3007.0;4874.0;6542.0;12382.0;49959.0;8997.0;29.0;7.0;31.1;18.4;50.4;;;;;;;;61.9;89.6;31394.0;102.8;41442.0;103.9;16.6;541870.1;919954163.4;3712914.3;882806003.4;23566269.8;9868975.9;210454.0;369.0;4141.0;2517.0;17.0;687.0;638.0;0.0;2099.0;38.0;0.0;102956.76;911.4051827854722;6.703637637765178;8.913392379480474;4.001333777925976;76.05064495036557
Калужская область;2020;9.7;1002575.0;75495.0;2940.0;4920.0;6714.0;11972.0;48949.0;8989.0;20.0;8.0;;;;79.9;16.8;3.3;22.6;15.5;2.2;4.3;38.5;88.5;32442.0;99.2;43994.0;102.4;16.9;558174.6;924089443.9;4778744.1;883848076.8;25199220.5;10263402.5;214672.0;409.0;4237.0;2519.0;19.0;637.0;604.0;6.0;2181.0;30.0;4.0;97249.775;921.7160251352766;6.61710128845324;8.96591277460539;3.114918233396373;75.301099668354
Камчатский край;2015;17.1;317269.0;;;;;;;4150.0;25.0;13.0;;;;;;;;;;;;92.6;42818.0;97.2;57404.0;96.2;12.8;553863.9;99850231.5;13254114.7;68999491.0;17596625.8;;159247.0;;;;;;;;;;;54252.999;314.7178939637973;3.719160166285207;13.080382892750317;9.156626506024097;
Камчатский край;2016;17.7;316116.0;;;;;;;4079.0;30.0;7.0;;;;;;;;;;;;92.2;43849.0;94.6;61159.0;98.7;12.6;710448.2;121337779.39;22947004.7;78903265.27;19487509.42;;164978.0;214.0;1961.0;1142.0;28.0;252.0;25.0;4.0;1270.0;28.0;0.0;55952.532;383.83941145022715;3.7624119136126253;12.903491123511623;9.070850698700662;
Камчатский край;2017;16.8;314729.0;13575.0;913.0;1177.0;1545.0;2408.0;7532.0;3713.0;17.0;5.0;31.3;5.2;63.5;;;;;;;;;93.1;45320.0;99.6;65807.0;103.8;16.4;724011.6;143431472.9;19729127.6;99559708.9;21588027.2;2554609.2;171259.0;196.0;2013.0;1158.0;16.0;300.0;4.0;3.0;1150.0;22.0;1.0;52874.472;455.7300817528731;3.778883495145631;11.797451140505006;5.925127928898465;43.13234560526676
Камчатский край;2018;15.8;315557.0;13260.0;858.0;1221.0;1530.0;2275.0;7376.0;3455.0;14.0;6.0;45.9;0.9;53.2;;;;;;;;67.2;92.8;48758.0;105.1;73896.0;109.7;14.8;835029.8;175393269.2;21517681.8;133150617.3;18223566.7;2501403.4;181491.0;214.0;2094.0;1133.0;14.0;226.0;11.0;6.0;1263.0;28.0;0.0;49858.00600000001;555.8211961705808;3.7222814717584805;10.948893543797158;5.788712011577424;42.02093441121573
Камчатский край;2019;14.9;314723.0;13495.0;820.0;1206.0;1549.0;2241.0;7679.0;3302.0;22.0;7.0;46.4;0.0;53.6;;;;;;;;65.3;93.9;52674.0;103.9;80448.0;105.1;13.7;891049.1;186919065.3;23598638.4;138697117.5;21429670.0;3193639.4;197448.0;148.0;2045.0;1142.0;8.0;170.0;16.0;6.0;1131.0;25.0;1.0;46893.727;593.9161271975674;3.748490716482515;10.49176577498308;8.782556026650516;42.87897611550474
Камчатский край;2020;14.6;313016.0;13158.0;810.0;1201.0;1569.0;2186.0;7392.0;3240.0;11.0;3.0;42.6;5.9;51.5;73.2;21.7;5.1;23.9;15.9;2.2;22.0;48.6;94.9;55373.0;102.1;85623.0;103.8;13.3;942802.0;178814259.1;30559560.7;123011432.7;22291178.2;2952087.6;202352.0;160.0;1921.0;1016.0;15.0;158.0;22.0;3.0;1103.0;17.0;0.0;45700.335999999996;571.2623607099956;3.654344174958915;10.350908579753112;4.320987654320987;42.03618984333069
Карачаево-Черкесская Республика;2015;22.8;469060.0;;;;;;;5298.0;23.0;27.0;;;;;;;;;;;;62.8;17810.0;93.3;20511.0;89.0;14.3;144061.8;36457777.2;2544494.0;28153081.6;5760201.6;;74891.0;;;;;;;;;;;106945.68;77.72518910160748;4.204997192588434;11.294930286104123;9.437523593808985;
